Colistin_0.8ugml,Ethanol_5.,Gentamycin_0.8ugml,Gentamycin_4ugml,Gentamycin_8ugml,Imipenem_0.1ugml,LB_,LBBlood_5.,LBUrine_5.,pH_8,pH_9,Colistin_4ugml,Colistin_8ugml,EDTA_0.1mM,EDTA_0.5mM,EDTA_1mM,Imipenem_0.5ugml,Imipenem_1ugml,Indole_1mM,RPMI_1,pH_5,pH_6,Aceticacid_0.7mM.1,Aceticacid_0.7mM,Aceticacid_1mM,Aceticacid_5mM,Bleach_1.,Chloramphenicol_1.6ugml,Chloramphenicol_8ugml,DMSO_1.,Ethanol_1.,M9_GLUCOSE,Methanol_1.,Methanol_5.,Propanol_1.,TWEEN20_0.8.,TWEEN20_0.8..1,TWEEN20_1.5.,Tetracycline_0.8ugml,Ceftazidime_0.2ugml,Ceftazidime_1ugml,Ceftazidime_2ugml,Ciprofloxacin_0.05ugml,Ciprofloxacin_0.25ugml,Ciprofloxacin_0.5ugml,LB_2,UV_12sec,UV_24sec,UV_6sec
317566,246325.5,193924,8830.5,42211,333546,344390.5,145969,187130,191308,135761,0,77910,198633,42526,51405,103765,47118.5,143752,126262,90632,130564,117394,87863,180543,63075,104107,6769,0,128247.5,138041,57925,170012,140247,185267,155324.5,132443,163264,2092.5,448277,474677,506741,472595,458830.5,471285,463838,475762,524798.5,416498
308383,224829,262215,250469,293441,307595,320446,119168,193373,196522,125496,269541,266280.5,212172,36559,53770,172379,185750,92699,122990,150512,154925,91574.5,91574.5,142114,52320,78582,221001.5,146616,116306,124120.5,22509,116988.5,131963,150015,139723.5,152421,156442,162960,510672,542146,553063.5,463348.5,489882,523257,438717,168425,16145.5,272665.5
308391,186296,235613,59480,27647.5,260937,347059,126277,178061,161693,111740,239249,180444,198108,59233,59142,139046,80673.5,101844,129633,158825,153495,124338,131226.5,203423,80449.5,117827,230148,217344,132174,179287,76808,151496,158601,193120,162708,162708,151858.5,207209,564421.5,571555,556662.5,504581,519573,540817,477658.5,263438,376583,436287
160661,119622,172640.5,171104,177516,149220,180074.5,76280.5,118918,107901,88615.5,188699,105677,160774,80450,78458.5,216080,210702.5,126358,92572,146812,170907,118813,131605,203966.5,114626.5,187608,71790,96628,138761.5,156375,78916,160653,148442.5,163384,176383.5,186761,234037.5,214226,291557,312809.5,314219.5,282320.5,315217.5,303679,266471,241117,284086,202052
188417,103072,215803,236561,246720,122751,154102,71713,125080,100380,71508,193226.5,183318.5,110186.5,42421,52972,161700.5,186821,84198,64064,109238,89350,76912.5,78456,129451,43665,64564,119877,120603,67965,99227,8513,97365.5,97152,117480,83456.5,85576,85501,118483,260532.5,271868,287847,245286,317468,367628.5,244857,3830,0,36386.5
251843,188322,226173,255308,262756,259879,215559,107139,212751,147092,146003,252896,118676,247784,104501,74563,258882,296087,127370,123109,227397,202792,84658,96037,109021,31494,66718,113174,70196,58297,102144,23072,111908,68385,112219,83645.5,84429,84834,145463,249533,315154.5,344044,253308,286135,457230,260348,233626,235496.5,256590
0,112854.5,5404,0,0,19771.5,203691,14125,184618,84628,140456,0,0,10716.5,2170,0,5701,9101,3051,0,132276,124351,97329,40501,54714.5,113119,21063,60357,20047,62061,49850.5,1265,166912.5,62488,65401,40569,42503,58251,73760,193123,180364,162249,256662.5,215632.5,198338,208661,993,26487,114285
224203,139444,245719,242076,257466,166394,259533.5,84126.5,158664,117006,81108,196778,171600,143829,29487,37875,157477,154180.5,87868,105009,110049,143568,119650,130557,174465.5,82191,117711,166291,124827,113884.5,181322,50396,137398,127256,197242,141943,148474,144021,189185,445470,475261,441771,417829,435640.5,470330.5,402845,99083.5,89224,267226
151839,12876,4130,16070,2386,141711.5,138394.5,9847,42807,33561,17365.5,16220.5,2649,12114,0,0,3104,3942,0,1912,0,5704,62179.5,62179.5,84854,9112,8041.5,43439.5,0,45409,66778,0,51580.5,61581,69937,57868.5,50850,41926,59007,222647,168803,180443.5,197544.5,182393.5,193650,179291,14040,0,63828
220213,114987,242397,206962,228539,141818.5,277494,81446,155098,99993,76851,205169.5,194205.5,146705,25463,35175,136350.5,151293,83678.5,99550,106560.5,128938,137207,144994,212142.5,111019,155307,196508,144301,141765,176436,89040,159950,150673,225446,162675,165875,165014,218217.5,422509,478783,466029,406423,418716,442725.5,397025,132055,270872,263861
89230,56335.5,100214.5,109167,122930,79280,169239,39387.5,88798,61588,40375.5,100775,103821.5,64081,6769,18149.5,86516,96805.5,28146,51052,7467,61572,50317.5,56394,92181.5,7509,31221.5,84903.5,0,45534,81291.5,15177,39310.5,61506,95274,63334,68944,71800,95752,286939,308731,326380,284288.5,288020,337502.5,279711,84198,53078.5,159076
154888,104367.5,154872,168663,175852,134462,177276.5,69209,136617,115521,86273.5,167660.5,82157.5,133609,51521,49543,147244,123332,64400,81686,109367,98633,90830,90830,107845,34677,74957,114737,87594,91153.5,74884,44147,108993,73096,102328.5,99833,99833,87741,138096,279426,300638,280584.5,267236,288034,316985,245164.5,76416,32375.5,117488
112528,89612,141634,130144,137123,87542.5,232688,48459,91242.5,73570,58931,81482.5,82308.5,110266,25434,29899.5,121247,124546.5,70014,84733,82353,110116,110884,112649,136125.5,87811,109986,139733,93317,101173,157977,74475,109946,138038,148677,102877,104303,125669.5,137773,372931,396445,393754,356373,382524.5,434929,363749,191456,164016,279185
197468,136808.5,200542.5,178600,197704,177721,236141,78159,122957,109463,69765,69177,29448,110044.5,15511,32696,105060,155112.5,48960,76314,83867,77424,100039,100381,136527.5,51620,71599,148689,100629,106101.5,96131,46143,118113.5,128340,110730,118678.5,115149,121341,143532,405586,399065,360553,357111.5,377977,398389.5,349271,183889,166254,231598
54897,64515,91930,32323.5,85971,61707,94001,1044,60238,37888,34242,0,0,5767,0,1494,2111.5,9011,2367,11334,3863,12311,115153.5,76049,93157,116124,13563,108152,11201,71351,25631.5,0,98373,78681,48063,108949.5,93625,57166,43331,106998.5,97244,115367,133158.5,123617,127789.5,205163,55655,229251.5,58312
0,30464,2919.5,0,0,3630,166974,1152,125931.5,5696,1540,0,0,10103,2424,2318,5635,7016,0,14749,32305,46202,91258,70864.5,60806,149751,60612,46020,60035,54933,168573,15314,201459,105237.5,183733,33758,30986.5,38188,71156,152089.5,159819,124219,179859.5,173383.5,150132,216632,51388,67642,90960
245506,209909,186053.5,274742,224943,208589,294282.5,125397,224209,217142,174876,213703,182320.5,254214,61570,64841,152145,148179,112545,106875,276125,201991,45394.5,36832,17880,11574,7101,6140,0,72290,36883,0,54250,63233,51095,4146,2073,47014,2392,323679,342308,296587,389803.5,430596,447239.5,335595.5,8366,38814,18475
0,71956,6772,0,0,3991,281050,1794,46179,1334,157797.5,0,0,8871.5,0,4602,2020.5,9759,0,0,4566,108821,115433,64734,104397,101678,2134,57578,43360,123052,17128,776,213192,264427,94636,135020.5,164888,78937,40302.5,201908,177264,189436,222381,246789,211897,284042,252628,173811,229618
70427,45051,74193.5,93290,82617,67743,59941,27524,43485,54123,32774,35407.5,32336.5,22484.5,11643,16330.5,30133,34823.5,17129.5,0,5541,22783.5,22146.5,18023,37613,13166,11259,30326,0,32360,25312,3118,38662.5,35842,27328,30408.5,32847,36307,38472,97686,98562,100158,106283,91341,104418,73490,24172,9315,23514
152624,131869,190316.5,182451,171746,181106.5,210638,69148,142938,113979,85125.5,83205,45251.5,86462.5,41177,45596,121718,137125,56624,72024,52617,87336.5,90016,91379,111424,51467,69209,135556,118787,91862,112565,92505,112260.5,107831,121526,109122,123190,119448,155464,267753,303405,305790,274984,288063.5,347487.5,258006.5,99483,48821.5,111850
156786,105619,184435,193455,220899.5,116306,184802.5,67066.5,129821,99407,76860,117792.5,0,106333,36995,37163,117904.5,113982.5,57931,92134,85426,113745,115577,116524,101671.5,80757,67275,139351,129777,98737,98653,75378,122505.5,113077,115111,115744,116371,110556,121289,266391,280285,301076,299015,278525.5,339461,250097,46186,91679,126495
167811,106489,201905,192349,224345.5,116644,206403.5,75599,137411,101871,77188,88000.5,2216,108307,19041,29515,126493,119555,59568,92178,57727,103985.5,114406.5,114508,127052.5,79936,93854,170261,154181,112993,116635,43743,116533,113870.5,132758,136617,133899,135093,146487,321204,345060,342887,332506,329798,354889,310501,78584.5,116979.5,172420.5
177026,110478,162349,42793,23288.5,121241,198081,72302,131042,122714,86588,135354,118918.5,104670.5,33360,35339,109684,112111.5,61372.5,99078,98881,132558,104895,104890.5,105496.5,65109,56989,105988,57932,85356,90791,52884,96162,97924,86751,115636.5,115636.5,106311,142563,283274,323927.5,299221,293911.5,293609.5,359117,249177,17078.5,20674,131787
69601,58190.5,106972,133126,130190,85558,133803,28962.5,62407.5,64044,26677.5,68339.5,51806.5,105215,25932,22674.5,68010,38363.5,64520,83701,65407,96241,66247.5,67991,126731,60966,93860,22854,3283,68448,101917,39364,87082,82722.5,103247,93436.5,101411,121024,140089,173602.5,187846,206595,217610,219281.5,212845,181449,186882,140585.5,198776
128663,103257.5,132269,126765,152814,131868,163208.5,76980.5,115405,101466,66516,137553,118137.5,112726.5,37421,42080,120204,108045.5,61053,85987,85820,126432,99835,99108,106557,60506,73027,125436,17106,110434,88673,58000,125781,89435,98327,113773,116329,135488,105898,249783,249640,253604,248800.5,257256,307881,219777,45564,28758,90389
106299,77662,108208,133119,118170,106855,99992,34597,62756,78301,49996,64301.5,76801,37365,19705,21429.5,43548,52899,23151,23896,12519,42309.5,31421,33247,47870,18628,23199,38779,0,34287,33830,8623,47124,44057,48550,49056,47191,46184.5,55426.5,126708.5,104342,141650.5,121872.5,137598,137283.5,111091.5,78569,136847.5,49783.5
192159,171945,133034,162308,163631,163873,191046,78265,166553,131778,78318.5,187270,87666,55258,6605,9669.5,95432,107551.5,88980.5,77337,111059,167410,132254,129313,177558.5,64457,153952,198997.5,63063,124551.5,156669,95412,152073,133489,169866,140804,144717,158001,164728,131873.5,171819,236147,145809.5,166169,234072.5,222140,131274,26013.5,180324.5
113501,101972.5,142787.5,210365,207196.5,97590.5,179820,54405.5,124392,89243,82398.5,144816.5,107473,101347,25279,24152.5,121732,117608.5,74285,48326,82543,113070,128140,138169,187106,125615,172836,145442,36538,147640,175068,109668,166185.5,155025.5,174333,173993,173993,180225,176492,238921,260338,274429.5,251372,271365.5,278261,243836,253695,190594,203707.5
84449,68650.5,104359.5,78260,127307,88977.5,83076.5,35086.5,61612,86551,47456,19815,0,43776,23089,17496,40768.5,53608.5,33408,17542,25447,35195,36750.5,28142,42069,23693,17144,58774,70544,36885,31667,745,47299,46962,52531,47993,49299.5,46018.5,29144,102309.5,120671,101186.5,119174.5,115373,123995.5,104819,67652,111925,37169
54438,52043,67695.5,60927,78473,59514,92765.5,29501,59296,59198,28086,89605.5,100790.5,53778,4181,6853,70364,64904,43974,30130,65785.5,73541,54209.5,64785,82453.5,40590.5,58667,47448,0,52360,83077,45996,63342.5,83286,85467,57904.5,73163,53644,107659,122771,128603,132906,121180.5,130888.5,127464,128549,44112,44905.5,82769
0,91284,1788,0,0,82404.5,99602.5,16012,37139,33760,0,0,0,9001,1925,0,9917,10430,3184,3381,6434,88871.5,136221.5,136221.5,146967,136465,130748,135356,146886,130777.5,157098,70374,132024,199052,149248,113118,92367,156942,110780.5,181230,191771,201054,254617,202647,226115,257155,294483,17908.5,148045
154034,96601,193624,222119,236309.5,134746.5,146643.5,54814.5,136295,139694,72153,197534,144128.5,141035,69070,26746.5,135909,134009,88455,96653,129965,147590.5,74704,77850,102951,52775,73724,108548,106790,87790,89825,43314,95590,95849,109902,95546.5,103717,123651,119099.5,235871,273298,259243,223197,271570,311392.5,162861,150632,218748.5,110773
49602,26245,68169,46226,77712,41431.5,114979,24554.5,27182,26534,13983.5,94396,56951,52151.5,25509,28615,81519,79621,62381,46172,77991.5,74333.5,55209.5,55209.5,120674.5,52074,119922,79883,29332,51248.5,112085.5,111353,73299,48980,119994,51658.5,51658.5,67232,144771,263698,238988,253712,224547,240576,277518.5,215013,214062.5,209770,237596
235067,203687.5,193618.5,44590.5,30904,229173.5,277244.5,129701.5,204461,187616,131470,249334,182568,151264,75389,49122,103253,88316,145504,126916,173048,197794,143058.5,146483,217913.5,105287,174785,78001,0,152215,166095,81903,173294,159614.5,194049,186718,199744,174701.5,29062,326506,340791,347112,294866,58865,12017.5,343887.5,202557,212697.5,233364
187870,127170,142813.5,39642,34391,155251,148805.5,75491,118762,128626,91243,153629.5,81685.5,152544,63844,52834,125167.5,135149,157018,124223,221313,134204,96374.5,104202,114489.5,63831.5,139247,68370,0,92475,112493,51534,131936.5,109453,94566,98409,101082,86420,20850,205244,199227,199488,147771,8665,0,184516,153053,164238.5,105174
58158,61324,48159,21993,22136,66527,46837,25116.5,40957,48114,46361,44180.5,40845.5,52374,25366,25238.5,61139,51065.5,51522,40145,64957,41983,55703,58461,53850,36018,50691,11346.5,0,44961,33249,6265,49815.5,44495,44430,53371.5,52728,29142,31358,0,12187.5,0,17921,0,128954.5,188555,128296,112638.5,35864
140470,82608.5,120324,32259.5,21739.5,91974,133166.5,32572.5,85923,101195,59522.5,143795,92508.5,120204,65673,46622,73838,43818.5,107508,103772,137641.5,163311,98539,105943,139422,55010.5,115393,24277.5,0,83681,119689,66420,102473,95095,135070.5,108323.5,108323.5,85960.5,12860,141993,155736,178911,139607,0,0,167276,167455,197154.5,163141.5
57283,39632,11215.5,0,8724.5,37396,66525.5,19969.5,46747.5,58437,31272.5,61020.5,46635,64505.5,28143,17111,31497,10344,38400,30200,62671,68277,39721,45363,58583,40312,42577,39282,2476,47666,46459,6362,60581.5,63235,59478,74664,77200,81974,58010,79866.5,86001,90951,85649,26127,7051,76195,76866,74412.5,47007.5
230307,160768,197180,37832,25318,197998,208314.5,97185,165584,171604,116022,236540,181907,166438,94578,73549,95632,98623,145984,132204,145727,202273,127786,135011,222216,78249,173607.5,55170,0,138067.5,176171,105541,162135.5,155307,211063,172081.5,174177,170759,76053,283227,307782,301514,298465.5,247174.5,346753,246195,195374,215938,40503
197217,154432,179780.5,31082.5,20125,150928,197193.5,82242,167204,144837,106257,245638,202613,159769,77757,49725.5,140885,110791.5,124417,113840,162340,172038.5,123217.5,139900,200322,113072,150785,99926,16132,153907,167103,63291,142896,145136,174186.5,179739,183513,185583,112217,264409,251977,258242.5,254064,66212,22187.5,234037.5,210408,240371,260232
189904,141847,179831.5,20349,27803,140676,266015.5,78305.5,175224,156988,115349.5,201890,165882,148814,75876,48742,121009,111504,109886,114485,136543,181857,112403,116105,188459,88831,135919,62425,0,129722,152094,117804,144444.5,126914,169284,170121,176055,170453,87320,292860,303224.5,270631,281638.5,36981,5949,283113,275524,305381.5,260736
89421,87182.5,129000.5,19183,19681,86852,176557.5,40426.5,114579,94597,62284.5,120222,103605.5,100041,38308,30922,60553,38121,67575,66422,91652,97158,66644,70070,158321,37456,123912,54876,2838,100380.5,136835,41837,104258.5,89874,130559,116511,120205,155821,167392,209915,216613,207474,248922,286480.5,265722.5,230292,196059,135221.5,140765
152824,174548,95028.5,0,0,196488,90342,70202.5,208182,146144,145213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135409,113224,128083,21843,20350,108317,174708,66155,137333,123147,85455,159645.5,133661.5,129619,54453,28984,95799,49005,78862,91561,120541,150687,107721.5,109707,159789.5,72726,123723,63003,0,106862,127132,78572,128421,117311,148569.5,135059,141605,156658,144960,262318,276825,257623,232863.5,85424.5,5735.5,221517,204593,135151,76671
130849,93092,123271.5,130161,150422,78155,146643.5,50459,113508,94009,62057,77316.5,90053.5,76203,13962,10120,21786,12737.5,46203.5,42527,68249,89590.5,57827.5,57827.5,102077,38981.5,57367,77972,42911,64250,104268.5,52660,82508.5,71348,105922,64811,69456,108590.5,117756,189495,189098,217892,197585,183251,197906,183528,151190.5,174958,166004
237171,142506.5,200271,30420,41970.5,155468.5,214595,100991,150425,154979,112237,141953.5,151194,147820,88504,58769,148598.5,131003,126223,121140,181557,147138,116967.5,123482,151671.5,98703,139492,64912,6818,111333.5,162091,93387,127723.5,148077,163187,123894,125333,121536,163940,279553.5,279736,296604,250321.5,289113,286826,267379,224526,192106,139867
20681,120429.5,86646.5,0,32750,97304.5,157946,85311.5,124594,124315,87466.5,187359.5,147378.5,130113,78336,49601.5,122772.5,127403,132514,125541,188755,144846,139297,140308,217896.5,125431,216832,124543,4902,155501.5,179470,70219,163780,153172,203875,176676.5,189257,175198,157567.5,161248,167145,183322,176600,77419,16652.5,170038.5,202336,158900,202158
93013,118020.5,86656.5,0,0,160946.5,214257.5,72484.5,127881,75077,133524.5,169317,46872,149656,88841,39522,124487,122114.5,123573,73302,167756,137398,127008,128997,150284,95259,134135,149762,8300,153730.5,119921,75878,177000,171703,146671,172166.5,170086,165385,99579,272313,272787,262518,236185.5,120756,71211.5,220269,222934,239158.5,332012.5
141085,88818,99195,10807,15148,107901,155603.5,46347,135182.5,124876,72683,151911,62128.5,112699.5,67872,36393.5,45292,39174.5,78317,86235,113408.5,159881,104157,112320,163480,79917,131659,117739,119086,99370.5,141495,81867,116127,120020,152008,138211.5,145220,165039,191207,128557.5,148552,189216.5,174601.5,161809.5,90778,180351,141416,178648,130727
189322,142812.5,149863,21153,25426.5,166189.5,214884.5,77060.5,152700,150568,101287.5,183627.5,136397,136285,76647,42603,119317,107768,117202,110389,152124,160151.5,65555,82125,134526.5,43445,99015,25869,0,77823,125289,62542,91518,119052.5,143035,80844.5,80844.5,101412,22550,232373,242352,263551.5,211858.5,46188.5,7387,231119,224530,224859,220529.5
160142,137745.5,131661.5,21671,25111.5,146377,212813,69876.5,159310,169148,111642,221551,169838.5,161514.5,103903,50940.5,95465.5,84453,135218,112264,149417,178656,133587.5,141089,205990.5,79378,158752,71446,14740,135456.5,180905,109178,160953.5,147236,227087,149325,156097,179545,75219,292152,335513,336509,203945.5,23376,9660.5,272022,242563,275243.5,70147
212749,127368,207510.5,191574,231924,217468.5,201037,100888,174757,162417,94852,0,0,90387,28696,14598,27832.5,9935.5,70636,32015,102328,99128,103761.5,93705,146576.5,55508,85221,164023,231029,95885,136840.5,72416,119905,116995,133291,82938,87672,117622,2620.5,237451,275887,271330,204774,198376,280347,229195,211201,232225.5,161286
210383,167064.5,162317.5,29354,29353,164249,244145.5,82488,183043,167433,123015.5,199443,154478.5,173178,86555,52984,133110,100944,124549.5,121545,183351,192422,156268.5,159736,223991,102680.5,143917,66272.5,0,145139.5,174464,108142,163420,150094,205365,178225,178225,188121,277881,359162,377182,330801,342665,393051,415246,305262,307972,321406,288887
150780,107323,140792,150943,17652,110352,203273.5,63141.5,136248.5,127033,65096.5,158123,109940.5,116925,53469,25422,65223,36792,86327,61764,128115.5,153474,87809,103050,156516,59600,111553,148886,213861,97763.5,140882.5,75704,115556,98248,165907,132937.5,146876,167739,202220,285157.5,286484,259460,279986,308405,334882.5,249808,244253,278800,262538.5
0,121059,57947.5,9999,2406,127897,249654.5,41028,171185,162712,119594.5,12211,0,206238,56087,16795,80828.5,68846,73671,16934,179909,232808,190974,183057,97059,166176,157198,57494,1658,169481,111557,55970,200936,175814,97200,177592.5,170317,177580,166966,410560,450160,300257.5,318000.5,388465,386616.5,297555,336910,323795,389885
122401,106815.5,171691,18921,16051,109900,144940.5,54604.5,122022.5,124064,80607,122409,89167.5,112904,55342,35501,93225,48265,79375,84386,125289,159442,89185,95414.5,144649,56045,100783,51806,5560,74164,102638.5,39665,94324,100997,120270,113837,124462,138526,159974,177487.5,175332,181601,184625.5,170261,179109,170835,138265,178913,144152
256058,199670,187504,26535,16866.5,241867,263056,135056,180903,162336,127648,207015,165890.5,184512,86862,68248,116400.5,102877,135291,125811,192374,188275,157173,161785,233197,118581,175375,86854,0,163686,178794,110477,175653.5,160806,211768,184484,190681,193414,92472,351330,339856,328020.5,303597.5,61072,7486,311571,278411.5,333084.5,231673.5
244184,153955,196398.5,41817,35651,174136,252591,81091.5,155555,127717,116083.5,143926.5,111781,184540,117772,59664,156651.5,139711,124800,130027,134702,150608,135050,135050,179833,104464,120124,66935,0,116043.5,137884.5,71131,136999.5,159700,179679,162322.5,171942,133539.5,179925,340522,378578,365667,337090,359524,364892.5,335087,304519,270638.5,306951.5
270120,284401,271837,274956,283652.5,285810,280518.5,128436.5,272365,251826,194695,255656.5,203740,239897,157460,107969,266658,311596.5,194068,174508,252056,227783.5,138348.5,184223,229336,113790,98914,161330,0,136514.5,183713,81686,228524,186119,243685,165801,189296,166510,260865,158872,155102,201565,235014,174868.5,163065.5,332110.5,211478,198786.5,307647
57846,101067.5,93197,0,0,97471.5,188964,9458,89915,128733,100322,104553,45288,75435,52094,47101,70949.5,88066.5,88187,50311,84675,67906,87508.5,87508.5,135332,62071,110853,40975,0,98388,109904,22676,100662,127563,153970,117063.5,128595,135919,85888,151944.5,135814.5,154684,105415,10185,0,203323,173804,199973,121670
228406,201127,192279.5,31115,31253,228372,228885,112338,196017,186493,161825,164672,133554,186935,123633,84376,103866.5,140701.5,178207,125260,198596.5,169896,116051.5,116051.5,178862,79495,122655,65506,0,100651,171809,70650,152727.5,133163,188054,137089,144775,153126,215518,255965,249617,282502,301194,283573,281630,261968,214789.5,275666,240703
243414,268661.5,203034,24082,29300,263054,318541.5,136766,221629,213043,193193.5,212956,168536.5,204115,161485,81475,134671,141582,216047,124201,232999,171882,176678.5,171394.5,245917,165627,197851,83841,27556,174500,209868,111495,190249,183935,263315,216925,224365,203611,71123,461304,461168,473489,374814,39225,9392.5,447768,387385,428982.5,372299.5
153535,121632,155367,38677,21710,135204.5,163425,68484,110421,108232,96976,85933.5,37790,91417,72628,34258,50591,44257,84541.5,76483,69610,69155,53029,65710.5,97671,37627.5,76625,28698,0,64849,94755,18348,55314,86445,93980,69271,69576,93488,109135,244023,227142,241102,231553,250598,238315.5,209570,176767,206069,192269
228160,193497,205097,24933,25727,244230.5,222332.5,102030.5,173704.5,173584,135024.5,226162.5,176383.5,209731,128149,88795,78827.5,70412.5,164815,125329,190319,168878,134355,139017.5,185625,111211,169591.5,60304,9096,163262.5,174193,82120,179887.5,150909,193632.5,208503,208494,203784,54553,333755,358579,337676,273994.5,19036.5,8352.5,325316,266288,370982.5,249925
216964,206779,244020.5,0,1964,281994.5,262766.5,113959,283088,244859,157583,0,0,143629,136581,35258,130573.5,93823.5,133330.5,130373,140533.5,238059,144176.5,137764,133413,97097,82152,59539,0,129852.5,130306,35399,127695,147951,168953,129102,133807,129498,53178,244831,288685.5,264712,268054.5,113592,6846,274102,216585,278002.5,222268.5
285371,268110,139326,161630,0,243793,288871,104087,270494,280192,163934.5,210039,174073.5,212376,119600,69800,149131,128522,160954,140435,177669,169907,100246,107708,220630,79465,138942,66672,0,130177.5,198736,95903,165623,170145.5,207043,169927,169927,166113.5,106400.5,346847,399946,397637,358197.5,93452,0,330173,261815,413632,203051
195547,170775,112656,31210,20045,208756.5,186432.5,74125,152007,152502,102643.5,171017,109463.5,226096,80785,35070.5,156696,134521.5,110826,111171,143584.5,127751.5,109963.5,121629,163813,99870,104765,70014.5,0,112428.5,137994,109646,129522,145365,144436,142551,148642,139950,168395.5,264506,257880,315325,266042,259045,290957.5,245821,202985.5,296619.5,254596
194077,129889,195763.5,201108,211294,203658.5,146760,84880,132905,101636,111419,158057.5,68604,110661,46021,23360,145986,141214,87399,68563,117567,119240,50568,66355,67665,16603,9225,89860.5,195574,34827,73053.5,36189,40798,48911,63248.5,45284,49984,54675,40431,204676,191864,247084,202001.5,194360,212908,167383,133183,209165,118298
192901,122956,220837,213693,250252,162458.5,213383,96273.5,141101,141034,84442.5,169856,120012,151279,75026,32510,80162,60938.5,102915,106600,147031,158404,105120,109161,198995.5,83456,141532,147842,80181,108236.5,152904,79879,146678.5,140399,197210,132802,147020,142135.5,200213,293436,297350,286839.5,275393.5,330021.5,356737,252152,241484.5,261269.5,225945.5
86981,174967,201538,32268,24807,181811.5,322575.5,106158,237936,172873,107848,214688.5,162894.5,174318,89209,39372,57763.5,47240.5,114541,88802,158588,167639,158676,163204,242233,130230,138580.5,78497,14701,161107.5,210081,93059,209140,184944,225722,183648,183648,190521,102443,363056,374186,366593,306962.5,36184,10243.5,336978,316861.5,373092,345615
162444,111966,158771,168045.5,190050,128546.5,171673,69775,142931,118393,89928,123004,0,85828,47197,41057,143906,162063.5,73527,56845,80580,64876.5,83096.5,76739,95803.5,40121,38000.5,106067.5,146963,62995,82127,36375,101474.5,79559,81747,88609.5,86587,83290,80862,188052,233848,206657,233168.5,201111,239921.5,202034,183012,245851.5,100994
63556,58624.5,25246,0,0,42132.5,116976,49262,88176,43992,7561,0,0,44499,21378,6553,30130,14539,5281,0,132917,43846,97367,101273,121017.5,65502.5,115814,51486.5,0,97006,98204,85627,112767,112384,102284,108307,111609,82314.5,111843,120431,123668,159692.5,152318,139879,161098.5,175462,158521,171216,186731
141237,128082,152935,150163,178980,131949,211513,78114.5,142021,107616,91703.5,58504,63133,149960,59893,43670,120199,86817,92968,83283,135459,121286,106065,108214,162921,70059.5,79375,119224,118591,114783,128332,51598,143755.5,107215,161939,119426.5,119426.5,127372.5,117830,315577.5,322899,289396,252161.5,239333.5,312466.5,259278,237264,304893,145007
0,6014.5,0,0,0,11543,110144,3280,25390,0,4355,139494.5,200723,106466,46424,33058,36521,21231,111182,115432,175672,180744,61769,73710,104384,56537,119348,0,0,48705.5,103197,27009,85956.5,57795,147699,35238.5,36885,33501,845,197187,200595,108734,153336.5,0,0,163468,88719,216678,57740.5
157684,117706,152296,151634,184198,138971,200057.5,76206,126221,89190,94858.5,118700.5,85585,86735,78934,52905,112571.5,130066,53683,45511,77387.5,75002,108200.5,110605,137352.5,62221,82342,165985,121091,116222.5,125299,41970,127319,128552,147716,142410.5,148323.5,151406,171798,269125,260574,291091.5,270234.5,325651,307517.5,272169,254102,282983,149201
225989,241132,220504,252844.5,311770.5,253081,224319.5,78048,244854,217292,154764,260570.5,185247.5,139421,110575,74973,169285,197500.5,87293,136143,76509,101034.5,103398,95531,143959,52545,110348,219142,352239,129636,169319,43261,146176,160700.5,185700,150502,120693,158082,158506,288300,0,0,145304,0,242889,265534,168776,84560.5,62440.5
224145,146625,189484,15701,27285,185109.5,228312.5,72564,164566,155394,118537.5,201797,107559,186358,112669,65470.5,109493,75462.5,138370,104758,188529,185043,143172,146746,193963,111053,179595,77813.5,0,134136,160652.5,29350,176703,162264,176785,179933,190934,182718,93311,228202,242661,319900,232428.5,23825,0,280290,238393,252563,166961.5
201485,174188,190328.5,9055,27610,188429,240671,68833,183324.5,152707,123016,156432,140118.5,173959,110598,66686.5,70775,69932,154434.5,120307,161037,189339.5,161177,182047,188932,110891,170201,72348,9844,137324,148053.5,10468,149679,179705,184456,177622.5,181222,189588,92399.5,291571,306501,350362,284068,55087.5,2613,287926,249279,284711,209756
0,14798,5423.5,0,5900,16987.5,159418.5,3529.5,93097,130838,26631,0,0,6397,4563,2575,6790,11028.5,0,0,0,13737,76947,76947,43267,32705,12236,68454,18078,53094.5,25020.5,0,61963,61954,67865.5,63891,50367,71821,45682,177898,200436,194125,222377.5,196498,236182.5,201973,156294,364494,124878
177879,132942,197075,214672,242064,152169.5,170053,70790.5,160407,148015,106334,165211.5,131898,144303,95141,38177,162504,114930.5,112575,117492,163553,154057,76607,79499.5,98844.5,39976,68660,39761,0,74671,80067,40181,102920,101922,113664,82685.5,92487,121935,0,219199,236343,294574,231745.5,273150,308471,199553,158183,233768,167275
0,134340,4973,0,0,198801.5,247282,74730,184742,144210,94111,0,0,28140,18467,9178,0,0,29993,7660,7404,32677,113642.5,106510,145875.5,78339,99990.5,138485,184054,99580,89739,8814,115690,112240,147767,120640,119162,129577,151430,324986,336563,333117,339090,57752.5,0,337869,274719.5,379463,230881
